AA42337,ids:73,354,379,Everything Else!,active, Aurifil Empty Large Spool Thread Case,Empty Aurifil Large Spool Thread Case,null,each,both,yes,,,30711799rifil Empty thread cas,5725211051,PTYCAS,,,,18344,0.5,0,24.5,0,0,24.5,0,0,0,,items,case,0,2/12/17
aa66910,ids:96,Fabrics,active, Batik - 10318 Purple/green,,null,per yard,both,yes,,,30999247 10318 Purpl,,,,,,18344,0.2,0,25,0,0,25,0,0,0,10,meters,bolt,1,02/22/2017
15374,ids:96,Fabrics,active, Batik - 15358 Orange/yellow,,null,per yard,both,yes,,,30283668AA 15358 Orange/yello,,,,,,18344,0.2,0,25,0,0,25,0,0,0,10,meters,bolt,1,01/30/2017
